Logo,Company,Address,Category,Products List
https://www.halal.hrhttps://panpek.hr,PAN-PEK d.o.o,"Planinska ul. 2C, 10000, Zagreb, Croatia",Producers,"Ciabatta kruh 0,315, Ciabatta kruh kukuruzni miješani 0,315, Baguette bijeli 0,265, Baguette kukuruzni miješani 0,27, Kruh s maslinovim uljem 0,365, Ciabatta pecivo 0,11, Graham pecivo 0,06, Rustik 0,11, Rustik tamni 0,11, Goldy sendvič pecivo 0,11, Bučino pecivo 0,065, Goldy pecivo sa suncokretom 0,085, Klipić 0,083, Tamni klipić sa sjemenkama 0,083, Ciabatta mix pecivo 0,065, Bijeli polubaget 0,12, Kukuruzni miješani polubaget 0,12, Višezrnati polubaget 0,12, Krumpirov polubaget 0,12, Višezrnata ciabatta 0,08, Heljdino pecivo s orasima 0,065, Kukuruzno miješano  ciabatta pecivo 0,11, Mali bijeli baguette 0,12, Bijeli mini baguette 0,055, Baguette bijeli 0,25, Ciabatta pecivo 0,10, Ciabatta mini 0,03, Ciabatta mini mak 0,03, Ciabatta mini max 0,03, Ciabatta mini sezam 0,03, Ciabatta mini kukuruzna miješana 0,03, Baguette mini 0,04, Graham mini pecivo 0,04, Ciabatta mini ražena miješana mix 0,03, Bijeli polubaget 0,11, Klipić 0,08, Kukuruzno miješano ciabatta pecivo 0,10, 1001 Delights burek sa sirom 0,60, 1001 Delights pita sa krumpirom 6/1 0,60, Burek motani jabuka 0,29, Burek motani meso 0,29, Burek motani sir 0,29, Burek s junetinom 0,23, Burek s mesom 0,23, Burek s mesom 0,90, Burek s mesom 6/1 0,60, Burek sa sirom 6/1 0,60, Burek sir 0,25, Zvrk s mesom 0,15, Zvrk s višnjom 0,15, Zvrk sa sirom 0,13, Zvrk sa sirom i špinatom 0,15, Mini burek s mesom 0,10, Mini burek s krumpirom 0,10, Meksička rolica 0,11, Mini burek sir 0,10, Croamore burek sa sirom 6/1 0,60, Croamore pita s krumpirom 6/1 0,60, Croamore burek s mesom 6/1 0,60, Nostja pita s krumpirom 6/1 0,60, Nostja mini burek s mesom 6/1 0,60, Mini burek meso 0,10"
https://www.halal.hrhttps://www.pekar.hr,Pekar d.o.o.,"Obrtnička ul. 5, 32100, Vinkovci, Croatia",Producers,"KRUH BIJELI PŠENIČNI 700 g, KRUH BIJELI PŠENIČNI FRANCUZ 350, KRUH BIJELI PŠENIČNI SLAVONAC, KRUH BIJELI PŠEN.VINKOVAČKI REZANI, KRUH BIJELI PŠENIČNI OBITELJSKI, KRUH BIJELI PŠEN.GAZDIN 1000 g, KRUH POLUBIJ.PŠEN.OBITELJSKI TAMNI, KRUH PŠENIČNI POLUBIJELI 700 g, KRUH PŠEN.MIJEŠ.CIJELO ZRNO PŠENICE, KRUH MIJEŠANI PŠENIČNI KUMIN, KRUH KUKURUZNI MIJEŠANI 500 g, KRUH MIJEŠANI RAŽENI BAVARSKI, KRUH PŠEN.POLUBIJ.SPECIJAL CRNI, KRUH MIJEŠANI PŠEN.BUČIN 500 g, KRUH MIJEŠANI PŠEN.MINHENSKI, KRUH PŠENIČNI POLUBIJELI 500 g, KRUH PŠEN.POLUBIJELI 500 g REZANI, KRUH PŠENIČNI BIJELI 350 g, KRUH PŠENIČNI BIJELI VODENI, KRUH HELJDA, KUKURUZNI KALUP, KRUH BIJELI 350 G, KRUH SA SJEMENKAMA CHIE, KRUH PŠENIČNI POLUBIJELI 450 g, KRUH PŠENIČNI CRNI 500 g, KRUH PŠENIČNI POLUBIJELI 500 g, KRUH PŠENIČNI BIJELI 500 g, KRUH PŠENIČNI BIJELI DOMAĆI 500 g, KRUH PŠENIČNI MIJEŠANI CRNI 450, KRUH DOMAĆA POGAČA 400 g, KRUŠNE MRVICE 500 G, XXL BELBAKE – KRUŠNE MRVICE 600 G, BELBAKE KRUŠNE MRVICE 500 G, KRUŠNE MRVICE PANEA 200 g, KRUŠNE MRVICE PANEA 500 g, KRUŠNE MRVICE 500 g ARO, KRUŠNE MRVICE 200 g ARO, PECIVO KUKURUZNA MJEŠANA CIABATTA, PECIVO PŠENIČNO BIJELO 80 g, PECIVO PŠEN.BIJELO MINI KLIPIĆ, PECIVO PŠEN.BIJELO MINI 6/1 KO, PECIVO KUKURUZNO MIJEŠANO 80 g, PECIVO SA SJEMENKAMA 80 g, KAJZERICE 8/1, DOMAĆI SLANAC 80 g / 40 g, DOMAĆA LEPINJA SOMUN 200 G / 150 g / 120 g, DOMAĆI SLANAC 80 g / 40 g, HAMBURGER 40 G / 60 G / 75 G / 80 G / 110 G, BUREK SA SIROM MOTANI, MOTANI BUREK SA JUNETINOM, BUREK SA SIROM I PORILUKOM, BUREK SA KRUMPIROM, BUREK SA VIŠNJOM, BUREK SA JABUKOM"
https://www.halal.hrhttps://pelagos-net.hr,Pelagos Net farma d.o.o,"Gaženička cesta 28b, 23000 Zadar, Croatia",Producers,
https://www.halal.hrhttps://www.perlis.hr,Perlis d.o.o.,"Osječka ul. 205, 31221, Josipovac, Hrvatska",Producers,
https://www.halal.hrhttps://www.perutnina.hr,Perutnina Ptuj-Pipo d.o.o.,"Ul. Rudolfa Steinera 7, 40000, Čakovec, Croatia",Slaughterhouses,"Poli mini 220g/5,72g, Poli mini 220g/3,52kg, Poli 350g/3,5kg, Poli 500g/6kg, Poli 500g/15kg, Poli 1000g/6kg, Poli cca. 1000g/6,6kg, Poli cca. 1000g/15kg, Poli maxi cca. 2500g/15kg, Poli light mini 220g/5,72kg, Poli light 500g/6kg, Poli sa sirom mini 220g/5,72kg, Poli sa sirom 500g/6kg, Poli s povrćem mini 220g/5,72kg, Poli s povrćem 500g/6kg, POLI PATE 120g/1,44kg, Pileća jetrena pašteta 100g/1,5kg, Pileća jetrena pašteta 400g/4,8kg, Extra 350g/3,5kg, Extra 500g/6kg, Extra 1000g/6kg, Extra cca. 1250g/15kg fi 75, Extra s povrćem 350g/3,5kg, Extra s povrćem 500g/6kg, Extra sa sirom 350g/3,5kg, Extra sa sirom 400g/5,6kg, Extra sa sirom cca. 1250g/15kg fi 75, Slim&fit pileća prsa 200g/2,8kg, Slim&fit pileća prsa 500g/6kg, Slim&fit pileća prsa cca. 1250g/15kg fi 75, Dimko (dimljena pileća prsa) 500g/6kg, Mini pileće hrenovka bo 100g/3,5kg, Pileća hrenovka bo 210g/2,52kg, Pileća hrenovka bo 1000g/5kg, Pileća hrenovka koktel&piknik 500g/6kg, Pileća hrenovka koktel&piknik 1000g/5kg, Pileća hrenovka sa sirom 220g/2,64kg, Extra pileća hrenovka 250g/6kg, Extra pileća hrenovka 500g/6kg, Extra pileća hrenovka 1000g/5kg, Extra pileća hrenovka 250g (200+50gratis)/6kg, Extra pileća hrenovka 500g (400+100gratis)/6kg, Extra pileća hrenovka 1000g (800+200gratis)/5kg, Pileći toast narezak cca.2600g/5,2kg, Pileći toast narezak 400g/3,2kg, Exclusive pileća šunka cca.2600g/5,2kg, Exclusive pileća šunka 400g/3,2kg, Exclusive pureća šunka cca.2600g/5,2kg, Exclusive pureća šunka 400g/3,2kg, Slim&Fit dimljena pileća šunka cca. 1000g/2kg, Slim&Fit dimljena pileća šunka s paprom cca. 1000g/2kg, Međimursko pile cca. 1100 g rinfuza, Međimursko pile cca. 1200 g rinfuza, Međimursko pile cca. 1300 g rinfuza, Međimursko pile cca. 1,5 kg rinfuza, Međimursko pile 1100 g rinfuza, Međimursko pile 1200 g rinfuza, Međimursko pile 1300 g rinfuza, Pp pile podložak, Domaće pile podložak, Međimursko pile podložak, Pileći batak rinfuza, Pileći zabatak rinfuza, Pileći zabatak bez kože rinfuza, Pileći batak sa zabatkom rinfuza, Pileća prsa rinfuza, Pileća prsa bez kože rinfuza rinfuza, Pileća prsa polovice rinfuza, Pileća prsa bez kože polovice rinfuza, Pileći file rinfuza, Pileća krila rinfuza, Pileći krilni batak rinfuza, Pileća krila srednji dio rinfuza, Pileći hrbat (2x4kg) rinfuza, Pileći vrat (2x4kg) rinfuza, Pileća jetra (2x4kg) rinfuza, Pileći želudac (2x4kg) rinfuza, Pileći batak-zabatak~1000g, Pileća prsa cca. 1000 g vrećica, Pileći file cca. 1000 g vrećica, Međimursko pile cca.1000 g vrećica, Međimursko pile cca.1100 g vrećica, Međimursko pile cca.1200 g vrećica, Međimursko pile cca.1300 g vrećica, Međimursko pile cca. 1,5 kg vrećica, Međimursko pile cca. 1,8 kg vrećica, Međimursko pile 1000 g vrećica, Međimursko pile 1100 g vrećica, Međimursko pile 1200 g vrećica, Međimursko pile 1300 g vrećica, Pileći batak 440g/1,76kg map, Pileći zabatak 560g/2,24 map, Odrezak pilećeg zabatka 500g/2kg map, Pileći zabatak bez kože 500g/2kg map, File pilećeg zabatka 480g/1,92kg map, Pileći batak i zabatak 500g/2kg map, Pileća prsa 600g/2,4kg map, Pileća prsa bez kože 540g/2,16kg map, Pileći file 640g/2,56kg map, Pileća krila 540g/2,16kg map, Pileća jetra500g/2kg map, Pileći želudac500g/2kg map, Pileći batak 440g/3,52kg map, Pileći zabatak 560g/4,48 map, Odrezak pilećeg zabatka 500g/4kg map, Pileći zabatak bez kože 500g/4kg map, File pilećeg zabatka 480g/3,84kg map, Pileći batak i zabatak 500g/4kg map, Pileća prsa 600g/4,8kg map, Pileća prsa bez kože 540g/4,32kg map, Pileći file 640g/5,12kg map, Pileća krila 540g/4,32kg map, Pileća jetra 500g/4kg map, Pileći želudac 500g/4kg map, Pileći batak 880g/3,52kg map, Pileći zabatak 840g/3,36kg map, Odrezak pilećeg zabatka 800g/3,2kg map, Pileći zabatak bez kože 750g/3kg map, File pilećeg zabatka 960g/3,84kg map, Pileći batak i zabatak 750g/3kg, Pileća prsa 900g/3,6khg, Pileća prsa bez kože 810g/3,24kg map, Pileći file 860g/3,44kg map, Pileća krila 900g/3,6khg, Pileći batak cca. 3,6kg map, Pileći zabatak cca. 3,6kg map, Pileći zabatak bez kože cca. 3,6kg map, Pileći batak sa zabatkom cca. 3,6kg map, Pileća prsa cca. 3,6kg map, Pileći file cca. 4kg map, Pileća krila cca. 3kg map, Mix family 910g/3,64kg map, Mix quality 880g/3,52kg map, Mix wien 900g/3,6kg map, Vital mix 870g/3,48kg map, Mix trend 380g/3,04kg map, Mix za juhu 390g/3,12kg map, Mix trend 380g/1,52kg map, Mix za juhu390g/1,56kg map, , Marinirano međimursko pile cca. 1100g rinfuza, Marinirano međimursko pile 1100g rinfuza, Začinjeno pile cca. 1500g podložak, Marinirani pileći batak 500g/2kg map, Marinirana pileća krila 500g/2kg map, Marinirani pileći batak 500g/4kg map, Marinated chicken drumstick 500 g/4 kg map packaging, Marinirana pileća krila 500g/4kg map, Marinated chicken wings 500 g/4 kg map packaging, Marinirani pileći batak 3,6kg map, Marinated chicken drumstick 3,6 kg map packaging, Marinirani pileći zabatak 3,6kg map, Marinated chicken thighca. 3,6 kg map packaging, Marinirani batak sa zabatkom cca. 3,6kg map, Marinated chicken leg quarter ca. 3,6 kg map packaging, Marinirani pileći file cca. 4kg map, Marinated chicken fillet ca. 4 kg map packaging, Marinirana pileća krila cca. 2,7kg map, Marinated chicken wings ca. 2,7 kg map packaging, Piknik mix 870g/3,48kg map, Picnic mix 870g/3,48kg map packaging, Marinirani pileći ražnjići 450g/2,7kg map, Marinated chicken kebab 450g/2,7kg  map packaging, Marinirani pileći ražnjići cca. 2,7kg map, Marinated chicken kebab ca. 2,7 kg  map packaging, Međimursko pile cca. 1000 g, Međimurje chicken ca. 1000 g, Međimursko pile cca. 1100 g, Međimurje chicken ca. 1100g, Međimursko pile cca. 1200 g, Međimurje chicken 1200g, Međimursko pile cca. 1300 g, Međimurje chicken 1300g, Međimursko pile ~1,5 kg, Međimurje chicken ~1,5kg, Međimursko pile 1000 g, Međimurje chicken 1000 g, Međimursko pile 1100 g, Međimurje chicken 1100 g, Međimursko pile 1200 g, Međimurje chicken 1200 g, Međimursko pile 1300 g, Međimurje chicken 1300 g, Pileći batak 8xcca.1kg vrećica, Chicken drumstick 1 kg bag, Pileći zabatak 8xcca.1kg vrećica, Chicken thigh 8xca. 1 kg bag, Pileći batak-zabatak 8xcca.1kg vrećica, Chicken leg quarter 8xca. 1 kg bag, Pileća prsa 8xcca.1kg vrećica, Chicken breast 1 kg bag, Pileći file 8xcca.1kg vrećica, Chicken fillet 8xca. 1 kg bag, Pileća krila 8xcca.1kg vrećica, Chicken wings 1 kg bag, Pileća jetra cca.500g/6kg podložak, Chicken liver ca. 500 g/6kg on tray, Pileći želudac cca.500g/6kg podložak, Chicken gizzards ca.500g/6kg on tray, Usitnjeno pileće meso 500g/6kg ovitak 500g/6 kg in casing, Pileći kebab döner 5 kg, Pileći kebab döner 10 kg, Pileći kebab döner 15 kg, Pileći kebab döner 20 kg"
https://www.halal.hrhttps://www.pgorehovec.hr,PG Orehovec,"Ul. Franje Sovića 31a, 42231, Veliki Bukovec, Hrvatska",SME,
https://www.halal.hrhttps://pikrijeka.hr,PIK d.d. Rijeka,"Krešimirova ul. 26, 51000, Rijeka, Croatia",Producers,"Sušena tjestenina s jajima (kratka), Sušena tjestenina durum (kratka i duga), Sušena tjestenina integralna (kratka i duga), Sušena tjestenina s dodatkom povrća (kratka i duga), Instant mlinski proizvod kukuruzne krupice"
https://www.halal.hrhttp://www.pik-vrbovec.hr/,PIK Vrbovec plus d.o.o.,"Zagrebačka ul. 148, 10340, Vrbovec, Croatia",Slaughterhouses,"Halal klanje junadi/goveda, Halal juneće/goveđe meso, Halal juneće/goveđe mljeveno meso"
https://www.halal.hrhttp://www.podravka.hr,Podravka d.d - Tvornica voća i povrća (Kalnik),"Ul. Ante Starčevića 32, 48000, Koprivnica, Croatia",Producers,"Ajvar blagi st. 195g, Ajvar ljuti st. 195g, Ajvar blagi st. 350g, Ajvar ljuti st. 350g, Ajvar blagi st. 690g, Ajvar ljuti st. 690g, Ajvar blagi 2600g, Ajvar blagi lim. 4000g, Ajvar blagi, uprženi, 350g, Ajvar ljuti, uprženi, 350g, Ajvar blagi, uprženi, 690g, Hren st. 200 g, Hren st. 345g, Hren st. 660g, Ketchup blagi 20g, Feferoni blagi st.600g, Feferoni blagi st. 300g, Feferoni ljuti st. 310g, Feferoni ljuti st. 630g, Miješana salata st. 660g, Miješana salata lim. 4,1kg, Paprika sa sj. Lož. 620g, Paprika sa sj. Lož. 1,45kg, Paprika sa sj. Lož. 2,3 kg, Paprika sa sj. Lož. 3,8kg, Paprika rezana-m 4,1kg, Paprika rezana 680g, Đuveč lim 3,95kg, Đuveč lim. 770g, Đuveč lim. 380g, Zelene masline 310g, Zelene masline 560g, Masline otkoštič. 280g, Masline otkoštič. 530g, Masline s paprik. 300g, Masline s paprik. 550g, Grah smeđi 400 g, Grah smeđi 800 g, Grah smeđi 800 g + 20% gratis, Grah smeđi 2500 g, Salsa blaga st. 410g, Salsa ljuta st. 410g, Umak s bosiljkom st. 410g, Umak sa šampinjonima st. 410g, Baza za umak bolognese st. 410g, Grašak lim. 280g, Grašak lim. 420g, Grašak lim. 850g, Grašak lim. 4,2kg, Mahune lim. 420g, Mahune limenka 800g, Mahune lim. 4,1kg, Mrkva kockice lim. 4,2kg"
https://www.halal.hrhttp://www.podravka.hr,Podravka d.d. - Tvornica dječje hrane i kremnih namaza,"Ul. Ante Starčevića 32, 48000, Koprivnica, Croatia",Producers,"Lino čokolino 1 kg, Lino čokolino 500 g, Lino čokolino 200 g, Lino čokolino plus vrećica 400 g, Lino čokolino fit vrećica 400 g, Lino čokolino 750 g, Čokolino fit 60 g, Čokolino plus 60g, Čokolino 60, Lino lješnjak čokolino 1 kg, Lino lješnjak čokolino 500 g, Lino lješnjak čokolino 200 g, Lino keksolino 500 g, Lino keksolino 200 g, Lino keksolino jabuka 200 g, Lino grisolino 200 g, Lino karamelino 200 g, Lino frutolino 200 g, Lino medolino 200 g, Lino rižolino 150 g, Lino vanilino 200 g, Lino rižolino voće 150 g, Čoko 500 g, Čoko 1 kg, Čokolešnik 1 kg, Čokolešnik 500 g, Čokolešnik 200 g, Čokolešnik 380g, Čokolešnik 800g, Lino gris 200 g, Lino gris 400 g, Lino lada duo 2,5 kg, Lino lada duo 200g, Lino lada duo 400 g, Lino lada milk 200 g, Lino lada milk 400 g, Lino lada duo 50 g, Linolada milk 750g, Lino lada duo 750 g, Lino lada nougat 350g, Lino lada nougat 400g, Lino lada nougat 200 g, Lino lada nougat 30 g, Lino lada milk 20 g, Lino lada duo 20 g, Lino lada duo 100 g, Lino lada nougat 20 g, Lino lada ts 10 kg, Promo lino lada duo 550 g, Promo lino lada duo 200 g, Promo lino lada milk 550 g, Promo lino lada milk 200 g, Promo lino lada nougat 200 g, Lino čoko drink 800 g, Lino čoko drink doza 800 g, Mljeveni šećer (interno i b2b)"
https://www.halal.hrhttp://www.podravka.hr,Podravka d.d. - Tvornica mesnih proizvoda,"Ul. Ante Starčevića 32, 48000, Koprivnica, Croatia",Producers,
https://www.halal.hrhttp://www.podravka.hr,"Podravka d.d. - Tvornica slastica, snacka i žitarica","Ul. Ante Starčevića 32, 48000, Koprivnica, Croatia",Producers,"Čokoladni muffins 350g, Čokoladni muffins 1,2 kg, Gussnel 200 g, Gussnel 250g, Gussnel 1 kg, Krema za kolače čokolada 150 g, Krema za kolače čokolada 1 kg, Ledena fantazija okus čokolada 85 g, Ledena fantazija okus lješnjak 75g, Mliječni puding čokolada 25 kg, Mliječni puding okus lješnjak čokolada 25 kg, Mliječni puding okus vanilija 25 kg, Muffins 350g, Muffins 1,2 kg, Prašak za pecivo 1 kg, Prašak za pecivo 12 g, Prašak za pecivo 40 kg, Preljev za torte 13g, Preljev za torte 1 kg, Premium puding čokolada 53g, Puding okus lješnjak 1kg, Puding okus lješnjak 40g, Puding okus vanilija 37g, Puding okus vanilija 40g, Puding okus vanilija 74g, Puding okus vanilija 80g, Puding okus nougat premium 48g, Puding okus čokolada 1kg, Puding okus čokolada 90g, Puding okus čokolada 86g, Puding okus čokolada 45g, Puding okus čokolada 43g, Puding okus vanilija 1kg, Soda bikarbona 40g, Sredstvo za dizanje, Šlagfix 1kg, Šlagfix 8g, Vanilin šećer 1 kg, Vanilin šećer 10g, Vanilin šećer u prahu 100g, Želin 2:1 40g, Želin 75g, Želirni šećer 500g, Kviki pereci 50g, Kviki pereci 100g, Kviki pereci 130g, Kviki pereci 200g, Kviki maxi pereci 200g, Kviki štapići 50g, Kviki štapići 65g, Kviki štapići 100g, Kviki štapići 130g, Kviki štapići 220g, Kviki ribice 50g, Kviki ribice 100g, Kviki ribice 130g, Kviki ribice 200g, Kviki gric slani 50g, Kviki gric slani 50g – promo (žuja , zlatendab), Kviki gric slani 100g, Kviki kreker slani 100g, Kviki kreker slani 200g, Mini kreker 50g, Kviki navijački mix 300g, Lino baby keks 140g, Lino baby mljeveni keks 400kg (interno), Mješavina za palačinke 200g, Vafli – mješavina za tijesto 1 kg, Mljeveni keks s maslacem 400kg (interno), Lino mini pillows jastučići punjeni mliječnim krem-proizvodom, Lino mini pillows jastučići punjeni kakao krem-proizvodom, Lino crunch jagoda žitne kuglice s okusom šumske jagode, Lino baby kukuruzni flips 25g, Instant kakao napitak instant za kakaov napitak, Lino čoko drink zrnca za kakaov instant-napitak 15g, Lino čoko drink zrnca za kakaov instant-napitak 15g promo, Lino čoko drink zrnca za kakaov instant-napitak 150g, Lino čoko drink zrnca za kakaov instant-napitak 330g, Lino čoko drink zrnca za kakaov instant-napitak 800g, Lino jagoda drink instant napitak s okusom šumske jagode 300g, Kviki gric slani 60g, Lino crisp hrskava riža s čokoladom 250g, Lino crisp hrskava riža s čokoladom 450g, Lino crunch duo žitne kuglice s okusom čokolade i vanilije 225g, Lino crunch duo žitne kuglice s okusom čokolade i vanilije 500g, Lino crunch žitne kuglice s okusom čokolade 225g, Lino crunch žitne kuglice s okusom čokolade 225g + 20%, Lino crunch žitne kuglice s okusom čokolade 375g, Lino crunch žitne kuglice s okusom čokolade 375g + 20%, Lino crunch žitne kuglice s okusom čokolade 500g, Lino njammy žitni medvjedići s okusom čokolade 275g, Lino njammy žitni medvjedići s okusom čokolade 275g + 25%, Lino pillows jastučići punjeni mliječnim krem-proizvodom 80g, Lino pillows jastučići punjeni mliječnim krem-proizvodom 250g, Lino pillows jastučići punjeni mliječnim krem-proizvodom 500g, Lino pillows jastučići punjeni kakao krem-proizvodom 80g, Lino pillows jastučići punjeni kakao krem-proizvodom 250g, Lino pillows jastučići punjeni kakao krem-proizvodom 500g, Lino pillows kokos hrskavi jastučići punjeni mliječnim krem proizvodom s okusom kokosa 250g, Prhki kolačići 400g, Biskvit fantazija 400g, Kakao u prahu 100g, Mljeveni keks za kolače 300g, Instant suhi kvasac 7g, Instant suhi kvasac 7g 4+1 gratis, Instant suhi kvasac 100g, Instant suhi kvasac 450g"
